review_id,product_id,review_rating,review_title,review_body,ft_type_100,tokens,gpt,llama,ft_gpt_100,ft_llama_100,ft_bert_adam_100,ft_bert_adamw_100,ft_bert_sgd_100,ft_roberta_adam_100,ft_roberta_adamw_100,ft_roberta_sgd_100,ft_type_50,ft_gpt_50,ft_llama_50,ft_bert_adam_50,ft_bert_adamw_50,ft_bert_sgd_50,ft_roberta_adam_50,ft_roberta_adamw_50,ft_roberta_sgd_50
5505,243,3,runs small,good quality but does run a little small,test,10,4,2,4,2,4,5,5,4,4,5,test,4,2,4,4,2,4,4,2
5532,244,4,good quality for the price,good quality true to size,test,10,5,4,5,4,5,5,5,4,4,5,test,5,4,5,5,2,5,5,2
5561,246,3,this pattern is polar bears not dinosaur,the pattern described is incorrect its polar bears not dinosaurs,test,17,1,1,1,1,1,1,5,1,1,5,test,1,1,1,1,2,2,1,2
5566,246,5,hermosa chaqueta,excelente calidad y hermosa 100 recomendada,test,16,5,5,5,5,5,5,5,5,5,5,test,5,5,5,5,2,5,5,2
5580,247,1,shrunk,shrunk i havent had any luck with this brand im very disappointed,test,16,1,1,1,1,1,1,5,1,1,5,test,1,1,1,1,2,1,1,2
5586,248,5,it was too small for my daughter,it should have been bigger,test,12,1,2,2,2,3,2,5,2,3,5,test,2,2,3,2,2,3,2,2
5620,250,1,different than appeared,completely different color of camovery bright greens,test,12,1,1,1,1,3,2,5,1,1,5,test,1,1,3,3,2,1,1,2
5632,250,5,it fits,fits as expected and looks really nice material is a little thin and light,test,16,4,3,4,3,4,4,5,4,4,5,test,4,3,4,4,2,4,5,2
5641,251,1,runs very small,it runs very small not true to size,test,11,1,2,1,1,3,3,5,3,3,5,test,1,1,3,2,2,2,2,2
5649,252,2,it shrunk,dont put in the dryer unfortunately this sweater shrunk,test,13,1,1,2,2,2,2,5,2,1,5,test,1,2,2,1,2,2,1,2
5672,252,4,great uniform cardigan that will shrink,the sweater fits as expected thanks to reading some of the reviews make sure you get a size up because the sweater will shrink down a size after washing and drying if you purchase with that in mind then you should be fine i bought 2 one for my 5 year old and 7 year old and they both really enjoy the material the sweater is also presentable enough to go over a dress although i bought due to the schools uniform policy i cant stress enough that you need to buy a size larger if you will be throwing it in the dryer,test,115,5,4,5,4,4,5,5,5,4,5,test,5,4,4,4,2,5,5,2
5673,251,4,she calls it her unicorn jacket,she loved it and wears often,test,12,5,5,5,5,5,5,5,5,4,5,test,5,5,5,5,2,5,5,2
5687,252,5,good sweater for school,i got a second one for my little girl,test,13,4,5,4,5,5,5,5,5,4,5,test,4,5,5,4,2,4,5,2
5689,251,5,buena calidad,camperita liviana y muy comoda para los dias no tan frescos,test,18,5,4,4,4,4,4,5,5,5,5,test,4,4,5,4,2,5,5,2
5737,254,4,like it,its good quality it seems to run on the smaller side,test,13,4,4,4,4,4,4,5,4,4,5,test,4,4,4,4,2,4,5,2
5747,255,1,two sizes too small,about two sizes too small can not get my sons head through,test,16,1,1,1,1,2,1,5,2,3,5,test,1,1,1,1,2,2,1,2
5750,255,2,too small order size up,way too small order size up,test,11,1,1,1,1,1,1,5,1,1,5,test,1,1,1,1,2,1,1,2
5754,255,3,sizes differ by print,we received 2 blue and 1 shark print instead of the pictured 1 blue 1 orange and 1 shark not a big deal just needed some tank tops for the kiddo to play in however the shark print tank is a whole 2 inches shorter than the blue ones not really worth returning or exchanging since theyll just be covered in stains in a week anyway but kind of a bummer to not get what was ordered theyre cool and comfortable according to my 5 year old so 4 stars for that at least,test,110,4,4,4,4,3,3,5,3,3,5,test,4,4,3,3,2,4,3,2
5785,258,1,ehh,too small for my kid and amazon wants me to pay to return via pickup,test,17,2,2,2,2,1,2,5,1,3,5,test,2,2,2,2,2,2,1,2
5796,258,3,too big for skinny kids,very large baggy fitting jeans,test,11,2,2,2,2,2,2,5,2,3,5,test,2,2,2,2,2,2,1,2
5811,259,2,runs small,nice material and they are cute but they run a size small,test,14,4,3,4,3,3,3,5,3,4,5,test,4,3,4,4,2,4,4,2
5813,259,3,falta de informacion en las tallas,no hay claridad en las tallas,test,17,3,1,3,3,5,5,5,3,3,5,test,3,3,1,3,2,2,3,2
5820,259,4,nice joggers,these pants are 60 cotton and 40 polyester the encased elastic waistband with draw cord is comfortable and adjustablethe legs are tapered and feature open pockets honestly these pants are super soft comfortable and do not drag on the ground since they are taperedi wash with tide original powder with cold water and gain scent boosters and tumble dry on lowmed heat i did not notice that shirt had any shrinkage or issues with color fading or grabbing other colors the shirt has really great stitching and no issues so farthe stitching is good good thread was used and all stitches are consistent i could not find any stitches that were out of placethese are simple joggers in design completed with mickey mouse fabric and they do what they are supposed to do perfectly,test,151,5,5,5,5,4,5,5,5,4,5,test,5,5,4,5,2,5,5,2
5835,261,2,collar rolled up after one wash,shape doesnt hold collars rolled up after one wash,test,17,1,2,1,2,1,2,5,2,1,5,test,1,2,2,1,2,2,1,2
5844,261,4,very nice but,fabric is a little bit thin the rest is ok,test,13,4,4,4,4,3,3,5,3,4,5,test,4,4,4,3,2,3,3,2
5849,262,1,false advertising,suppose to be a 2 pack only received one,test,12,2,1,1,1,1,1,5,1,1,5,test,1,1,1,1,2,1,1,2
5853,262,3,sizing off,not true to size the 7 is actually a 4t,test,16,3,1,2,1,3,4,1,3,3,5,test,2,1,4,3,2,2,3,2
5886,264,2,item was too small,love the items but wrong size,test,10,3,3,3,3,3,1,5,3,3,5,test,3,3,3,2,2,3,3,2
5894,264,5,great shirts,fit was great cute designs and the weight is perfect for a school day in winter,test,18,5,5,5,5,5,5,5,5,5,5,test,5,5,5,5,2,5,5,2
5907,265,3,too short,too short and my kid isnt that tall,test,10,3,2,2,2,1,1,5,2,3,5,test,2,2,1,1,2,1,1,2
5925,266,2,too baggy,too large and not a great fit,test,10,2,2,2,2,2,2,5,2,3,5,test,2,2,2,2,2,3,2,2
5946,267,1,red dress too short,way to short for my 15 year old but it is really cute,test,18,4,3,3,3,4,3,5,3,4,5,test,3,3,4,3,2,4,3,2
5961,267,4,the main thing i like about this dress is that it is amazon essentials,the main thing i like about this dress is that it is amazon essentials and i should be able to buy year round its very difficult to find a red polo style dress once the back to school phase has ended unless you want to pay at least double this price the red faded a bit faster than another brand but just barely great wide dress for those with a little extra belly my child typically wears a 1012 the childrens placeold navy or a size 8 target cat jack they shrink a little and this is on par with the 1012 the childrens placeold navy sizing i will likely be buying more of these dresses during the year as my kid grows,test,146,5,4,4,4,4,3,5,4,4,5,test,4,4,4,4,2,4,4,2
5978,268,4,tunic tops,i got these tops for my 3 year old who is bigtall for her age i got size xs or 45 they fit very roomy and long i missed the part in the description that these are actually tunics i thought they were normal length shirts its ok she will just wear them with leggings they are very cute we have gotten different colors when washed they hold up fine with the exception that the neck collar gets a little warped looking whatever its not a huge deal but ive noticed a lot of amazon brand tops do this just keep in mind when ordering these are a little longer than normal tops and are tunics,test,126,4,3,4,3,4,4,5,4,4,5,test,4,3,4,4,2,4,4,2
5981,268,5,somewhat long,but theyll shrink so its a good thing no complaints,test,14,4,4,4,4,4,4,5,4,4,5,test,4,4,4,3,2,4,4,2
5991,269,2,not red as shown,color was a pink and not red as shown ran small too,test,16,2,2,2,2,2,2,5,2,3,5,test,2,2,2,2,2,3,3,2
5993,269,3,its a very nice vest but run too small,run too small,test,12,2,2,4,2,3,3,5,3,3,5,test,4,2,3,3,2,3,3,2
5999,269,4,soft and warm,warmer than expected good value for the money,test,11,4,4,5,4,4,4,5,4,4,5,test,5,4,5,4,2,4,5,2
6021,270,3,way way too small buy at least one size up,runs small,test,12,2,2,1,2,2,1,1,1,1,5,test,1,2,1,1,2,1,1,2
6094,273,5,affordable pre teen young girls,washable gray fit cotton for the price there perfect,test,16,5,5,5,5,5,5,5,5,5,5,test,5,5,5,5,2,5,5,2
6128,275,1,itchy,terrible quality very itchy on the inside seems,test,11,1,1,1,1,1,1,5,1,1,5,test,1,1,1,1,2,1,1,2
6156,275,5,granddaughter loved them,dresses came just as described vibrant colors and true to size thank you,test,17,5,5,5,5,5,5,5,5,5,5,test,5,5,5,5,2,5,5,2
6173,276,4,good inexpensive alternative,kind of shocked to find amazon brand uniform shorts but they are actually worth every penny the material is very sturdy but soft a nice shade of dark grey they are easy to iron and iron the crease back into them the only downside is that they already are starting to appear well washed after just 3 washes but so far so good i plan to buy morethey hit my son just above his knee i bought the size 7 which are slightly big for my 6 year old but they have the adjustable waist bands on the inside so a small adjustment makes them stay up without a belt my sons school allows shorts for septoct and aprmay so these will still fit in may when the weather gets warmer the best part was that i was in a pinch because grey is not usually a color i find at most stores for uniforms so these shorts the price and prime shipping made this mama very happy,test,179,4,4,4,4,4,4,5,5,4,5,test,4,4,4,4,2,4,5,2
6175,276,5,great for school,has the adjustable waistband great for my sons school uniform,test,14,5,5,5,5,5,5,5,5,5,5,test,5,5,5,5,2,5,5,2
6190,278,1,sleeves sewn shut,this jacket is a joke we opened it up so our son could try it on he could not get his arm in the sleeves we looked at and tried to put an arm in and the sleeves are either sewn shut partially or there is a button inside the stupid sleeves preventing him from putting it onwe turned the sleeves inside out messed with each one and were only able to get one open all the way the other his hand partially through the sleevesthis is beyond irritating who sews a sleeves closedthis is going back do not buy this,test,114,1,1,1,1,1,1,5,1,1,5,test,1,1,1,1,2,1,1,2
6194,278,3,its cozy and fitting but not good quality,this jacket is cozy and fits perfectly compared to other known brandsbut the quality is not that i excpectedthe outer layer is very thin and feels cheap the wrist is made of very low quality materiali wanterd to buy another colour but there was no sale on it it was for 40 and i thank god i didnt buy it bcz it isnt worth of this pricei got mine for 23 on saleand i will not buy it againbut any ways it works and i will spend this year with it,test,111,2,3,3,3,3,2,5,3,3,5,test,3,3,2,2,2,3,2,2
6202,278,4,great for the money,its adorable on my 8 year old and he is very tall,test,17,5,4,5,4,5,5,5,5,5,5,test,5,4,5,5,2,5,5,2
6238,304,3,three stars,great fit and tailoring the only problem is the strong odor from the down,test,17,3,3,3,3,4,4,5,3,4,5,test,3,3,4,4,2,4,4,2
6288,335,5,good fit,my husband loves the socks and they look nice on him,test,13,4,4,5,4,5,5,5,5,5,5,test,5,4,5,5,2,5,5,2
6314,366,1,not womens shoes,even though these days they are womens shoes they are not they are toddler shoes,test,18,2,1,1,1,1,1,5,3,3,5,test,1,1,1,3,2,3,3,2
6333,366,5,perfect,got for a great price great quality just like photo true size,test,13,4,5,5,5,5,5,5,5,5,5,test,4,5,5,5,2,5,5,2
6348,367,3,fit,my son only worries a few times and fall apart,test,11,1,2,2,2,3,4,5,3,3,5,test,2,2,4,3,2,3,3,2
6359,367,5,grandson loved them,just what my grandson wanted now to get him to take them off,test,17,5,4,5,4,5,5,5,5,4,5,test,5,4,5,5,2,4,5,2
6366,368,2,cheap in every way,we purchased these shoes as a cheap option for our three evergrowing kiddos we have a seven year old six year old and three year old the three year olds shoes held up tolerably well the shoes for our older two shredded apart very quickly these photos are from four months later worn during normal school and outdoor play the soles are literally falling apart the back tabs started unraveling days after we received them there are holes in the body of the shoe needless to say we will not be wasting our money on this brand of tennis shoes again,test,111,1,1,1,1,1,1,5,1,1,5,test,1,1,1,1,2,1,1,2
6372,368,3,uncomfortable on top,great brand but people with widehigh feet would not find it comfortable,test,18,2,3,3,3,3,3,5,3,3,5,test,3,3,4,3,2,4,3,2
6397,370,4,sent back,sizing was small quality was good will order bigger size,test,12,3,4,3,4,4,3,5,3,3,5,test,3,4,4,4,2,4,4,2
6405,371,3,smaller,this is way smaller than i expected but the quality is good,test,14,3,2,3,2,4,3,5,3,3,5,test,3,2,3,3,2,3,4,2
6429,372,3,bigger in the waist,they work the waist is huge compared to the legs,test,15,2,3,3,3,3,3,5,2,3,5,test,3,3,4,4,2,2,3,2
6449,373,2,these ride up your butt crack really bad like a thong,i honestly dont understand the positive reviews why on earth would they design underwear with a seam running down the middle of your butt its like the seam forces the underwear into your butt crack i feel like i need to adjust these every 3 minutes in the past i wore things exclusively and these are less comfortable than my thongs which definitely go in the cracki feel like they should have shown a photo of the back of the underwear so you could see that awful seam in the backi really did want to like these i tried i wore them multiple days with different outfits they are just awful they have been relegated to the shadows in my underwear drawer never to be worn again,test,143,1,1,1,1,1,1,5,1,1,5,test,1,1,1,1,2,1,1,2
6459,373,4,comfortable except for occasional wedgies,purchased in xs same as in calvin kleins invisible hipster underwear which is the only other kind of seamless underwear i own these were quite a bit bigger in height but fit similarly otherwise the thin crotch segment seems to be a bit longer than in the calvin kleins which contributes a little bit more to wedgies they are comfortable otherwisefor reference i am very skinny and would probably fit better in smaller sized underwear if it was available but these are a decent price and i wanted to try them im already getting used to the occasional wedgies,test,117,3,4,4,4,4,4,5,4,4,5,test,4,4,4,4,2,4,4,2
6473,374,5,true to size and cute,i got these for my petite 7 year old and got her a size 1 when i first opened the shoe box i thought they sent the wrong size so i checked the label on the box nope thats the size i ordered weird my daughter flipped out and ran to put them on and i thought for sure they would look like bozo clown shoes on her but sure enough they fit perfectly i just didnt realize how big she has grown she loves them fit great cute pink and they seem nice and strongly made,test,106,5,5,5,5,4,4,5,5,5,5,test,5,5,4,4,2,5,5,2
6481,375,1,horrible new style,old base 30 was much better the new design is longer when i wear my jacket shirt is showing from underneath im 61 wearing 2xl now i look like high school kid seriously who told you to make the shirt 3 longer seriously its going back no but no thank you horrible design shame on you under armourby the way new base 30 and 40 looks exactly the same now i guess you will pay more for number 4 i have both of them as im writing this review at some point i didnt know which one is which one same material same style only different number,test,120,2,1,1,1,1,1,5,1,1,5,test,1,1,1,1,2,1,1,2
6482,375,1,not warm,definatey not worth the money not bery warm at all,test,15,2,2,2,2,1,2,1,1,1,5,test,2,2,1,2,2,1,1,2
6503,376,3,great garment but very expensive,theres little not to like about this under armour longsleeved crew its warm holds up well to frequent use and laundering and is a great garment for layering exercise sleeping in or pretty much anything you can think of like many ua products it offers advantages for exercise including odor reduction and sweat wiskingthat said the price at this point nearly eighty dollars is a whole lot of money for one tee shirt in the end thats what this is a tee shirt i cant justify the price for this garment despite how nicely made it is,test,109,4,4,4,4,4,4,5,3,4,5,test,4,4,4,4,2,4,4,2
6535,377,5,snug cool dry and stays tucked in,i purchased this to wear under a dress shirt and jacket for an allday event hoping i wouldnt get hot and sweatynormally i wear standard undershirts and they feel warm and get swampy they they get untucked and bunch up at the waist and get generally uncomfortable fairly quicklythis shirt stayed tucked in place and most importantly felt comfortably cool especially in the back my dress shirt was dry after 12 hours even under the pits a first im impressed enough to write a review for a tshirtnow the shirt fits very snugly its supposed to since thats how moisturewicking apparel works best but it was never restrictive if youve not worn something like this before itll probably take a little bit of time getting accustomed to that took me about an hour after that i really liked the feeli will absolutely buy again if i need more,test,178,4,5,5,5,4,4,5,4,4,5,test,5,5,4,4,2,5,5,2
6543,379,1,cheap material,my son used them for 2 games and this is what happened,test,15,2,1,1,1,1,1,5,3,3,5,test,1,1,1,1,2,3,3,2
6571,380,3,doesnt fit to size,shirt is a youth but it is too big,test,14,2,1,2,1,1,1,5,1,3,5,test,2,1,2,2,2,3,1,2
6572,380,3,ok under armour shirt if you can literally get past the neck,i love under armour tshirts and have never tried one of their long sleeve shirts before this onesok it fits a little looser and baggier than most of their stuff which is fine because i could see myself wearing this to run errands around town but dont think i would ever do that in a skintight compression shirtthe big problem is the neck the opening is strangely tiny in comparison to the rest of the shirt i was able to get my head through but had to take my glasses off i wasnt getting strangled while walking around in this but i can imagine this is a dealbreaker for alot of people,test,137,3,3,3,3,3,3,5,3,3,5,test,3,3,3,3,2,3,3,2
6580,380,4,really nice built shirt,really nice shirt great for hiking and camping,test,12,5,5,5,5,5,5,5,5,5,5,test,5,5,5,5,2,5,5,2
6600,382,2,sizing is way off,going by the size chart my twin 8yo boys would need a medium my boys are 4649 5457 and weigh 55lbs60lbs with 255 waist at the hips i bought a medium and small the medium fit length wise but was several inches too large at the waist from his waist to the pants button closed it was 3 awaythe small just barely fit length wise with the hem resting on his ankle the waist was still an inch or two too large and would fall down if i went with xs im sure thier waist would now fit but the pants would be 2 too short at the leg inseam this was very frustrating when using underarmors supplied sizing chart,test,143,1,1,3,1,2,2,5,2,2,5,test,3,1,2,2,2,2,2,2
6612,382,5,good pants for an athletic build,these fit my kid nicely he is an athletic build,test,16,5,4,5,4,5,5,5,5,5,5,test,5,4,4,5,2,5,5,2
6615,382,5,very nice,i am happy with these pants look nice easy to wash and nice fit,test,16,4,5,5,5,5,5,5,5,5,5,test,5,5,5,5,2,5,5,2
6635,384,1,you should get what you ordered,the picture and description did not line up with what i received,test,18,1,3,1,3,1,2,5,2,3,5,test,1,3,1,3,2,3,1,2
6636,384,2,weird material and runs real small,these arent your typical under armour compression tights i expected them to be like their spandex type compression pants but theyre not these are alot thicker and softer to the touch all the under armour tights ive ever purchased were always thinner kinda slippery and a little shiny like spandex they run really small too and theres not much stretch to them i wear a medium so thats what i got but i couldnt even pull them up all the way i ended up returning them because they werent anything like i expected,test,108,2,2,2,2,2,2,5,2,3,5,test,2,2,2,2,2,3,2,2
6646,384,3,good find,i generally like ua clothing i wish this had pockets for keys,test,14,4,4,4,4,4,4,5,4,4,5,test,4,4,4,4,2,4,4,2
6702,388,1,short,way too short for the size these do not fit like his previous ua golf pant returned,test,18,2,1,2,1,2,2,5,1,1,5,test,2,1,2,2,2,2,1,2
6710,388,5,nice golf pants,purchased these for my son to play golf in he loves them very comfortable,test,17,4,5,5,5,5,5,5,5,5,5,test,5,5,5,5,2,5,5,2
6711,388,5,awesome option for biys who hate dress pants,these are incredible pants the material is awesome never fades super light and comfortable and looks classy enough to wear to a semi formal event my 12 year old hates pretty much everything but shorts and sweats as im sure pretty much just like every other tween boy we purchase a pair of these every year for the past 3 years to have for holidays dressy events pictures etcand we never get a complaint from him well worth the money they dont shrink cam throw in the wash dont need to be ironedhow much easier does it all get,test,115,5,5,5,5,5,5,5,5,5,5,test,5,5,5,5,2,5,5,2
6751,393,5,great look,purchased the 2xl i am 62 and 250 fits great,test,16,5,4,5,4,5,5,5,5,5,5,test,5,4,5,5,2,5,5,2
6754,395,1,do not hold up to active kids,we purchased these less than 2 months ago for our 9 year old they have performed very poorly if you have an active child who enjoys playground time and just generally running around outdoors these will wear out very quickly strips are peeling off the bottom the sides are blowing out and the front toe piece is curled worn off i was pretty shocked that a wellknown name brand would have such awful quality tennis shoes save yourself having to reorder and spend more money to replace thesejust buy a nice pair of keens they hold up to our children for a whole school year and are in good enough shape to pass along to another family once our children outgrow them you will not get that kind of service and value out of these under armor shoes,test,152,1,1,1,1,1,1,5,2,1,5,test,1,1,1,1,2,2,1,2
6771,395,4,great pair of school shoes,this is my third pair im buying for my kids these have been reliable even more so than new balances brand very pleasedonly reason 4 stars was given is because i was sent the wrong size last order it was more of a mens size 10 actual size was a 9 i ordered the big kid 7 i ended up keeping them for my other son even though they are a size too big figured it wouldnt hurt due to his wide feetso decent shoes a little pricey,test,100,4,4,4,4,5,5,5,5,4,5,test,4,4,4,5,2,4,5,2
6780,395,5,nice and cheap,good quality for the price of the shoes,test,11,4,4,5,4,4,5,5,4,4,5,test,5,4,5,5,2,4,5,2
6789,397,5,great comfortable fit,great comfortable fit keeps me very warm,test,10,5,5,5,5,5,5,5,5,5,5,test,5,5,5,5,2,5,5,2
6813,399,1,top only,photo showed both top bottom but only top for the price very deceptive,test,15,2,1,1,1,1,1,5,1,1,5,test,1,1,3,1,2,2,1,2
6820,399,4,not worth the,not as warm as i had expected theres less expensive alternatives that are warmer,test,17,2,2,2,2,3,3,5,3,3,5,test,2,2,3,3,2,3,3,2
6825,399,4,perfect for working out,this sweatwicking cooling material of this shirt is fabulous i tend to run in the cold winter mornings and this shirt not only keeps me warm it keeps me cooled and keeps my sweating at bay these tops wick keep you dry and warm they dont smell even by the 4th day of wearing them backpacking best piece of clothing ive ever purchased the shirt is fairly thick comfortable warm and soft it is also fairly long which i really like so the bottom is over my tights rather than inside sleeves are also long so the wrists are still covered when arms extended while running which is another great feature also it is just tight enough so it is still comfortable and cool or cold air is not coming underneath as it happens in loose sweaters,test,149,5,5,5,5,5,5,5,5,5,5,test,5,5,5,5,2,5,5,2
6833,400,3,huge legs,theyre of good quality but the legs are extremely large fit like bell bottoms,test,17,3,3,3,3,3,3,5,2,3,5,test,3,3,4,3,2,3,5,2
6848,403,1,used product,update they did send 2 brand new pairs which had tags and were not used and gave some amazon credit so i would say im happy with how they handled it i did have to reach out to customer service firstwhen i tell you i am so grossed out received these shorts and opened up the sealed package noticed there were no tags which was weird if they are supposed to be new then further looking at them there are disgusting looking stains on the inside underwear part and a nasty looking tissue in the pocket how does something like this happen no quality control highly disappointed and disgusted we will see how under armour decides to remedy this because it is highly unacceptable,test,129,2,5,1,5,1,1,5,1,1,5,test,1,5,1,1,2,1,1,2
6888,407,3,good shoes,good shoes but they wont connect to map my run or map my walk,test,16,4,4,3,4,3,4,5,3,3,5,test,3,4,4,4,2,3,4,2
6890,407,3,not sure,love the comfort but the toe area wore out,test,11,3,3,3,3,3,3,5,3,3,5,test,3,3,3,3,2,3,3,2
6908,408,3,or what i wanted so i sent it back,return it,test,11,2,1,3,1,3,2,1,3,3,5,test,3,1,3,3,2,3,1,2
6910,408,4,good quality lighter in color,good product with a little bit lighter colored than desired,test,15,4,4,4,4,4,5,5,4,4,5,test,4,4,5,5,2,4,5,2
6934,409,4,extremely soft and very comfortable,i like this shirt for its comfort,test,13,5,5,5,5,5,5,5,5,5,5,test,5,5,5,5,2,5,5,2
6952,410,4,well made and lightweight,this is a great lightweight shirt to throw on under a thin jacket works great for those fallearly winter runs when its in the 40s its got a good athletic fit and the length is perfect to where itll stay tucked in but not look like youre wearing a miniskirt the fabric is breathable and well made the only downfall is it seems to hold onto odor so you probably cant get away with wearing it twice before washing one cool feature is the little thumbstrap thing found at the wrist opening on the sleeve at first i thought it was some weird fashion thing but then i realized its to keep your sleeves where they should be when you jam your arm into the sleeve of a jacket or whatever youre layering over the top of this its a bit spendy for a shirt but no worse than the msrp for all other ua merchandise good quality and good product,test,176,5,4,4,4,4,5,5,4,4,5,test,4,4,4,4,2,4,4,2
6977,411,4,warm and comfy,fits better than i expected extremely warm and extraordinarily comfortable,test,13,5,5,5,5,5,5,5,5,5,5,test,5,5,5,5,2,5,5,2
7031,415,5,awesome,this is quickly becoming my favorite tshirt very nice design,test,12,5,5,5,5,5,5,5,5,5,5,test,5,5,5,5,2,5,5,2
7037,416,2,poor quality boot,not much to say about this cheaply constructed boot,test,14,1,1,1,1,1,1,5,2,1,5,test,1,1,1,1,2,3,1,2
7041,416,4,they feel great,these are nice looking and feel great like them alot,test,13,4,5,5,5,5,5,5,5,4,5,test,5,5,5,5,2,5,5,2
7046,416,5,confor,calzado de excelente calidad y comodidad,test,12,5,5,5,5,5,5,1,5,5,5,test,5,5,5,5,2,5,5,2
7086,418,5,tights,my son who is 9 adores his leggings under shorts great fit,test,16,5,4,5,4,5,5,5,5,5,5,test,5,4,5,5,2,5,5,2
7091,419,5,amazing,the material is really nice its nice warm fast shipping will buy againthank you,test,17,5,5,5,5,5,5,5,5,5,5,test,5,5,5,5,2,5,5,2
7092,419,5,toasty warm,these keep me toasty warm while snowboarding,test,12,5,5,5,5,5,5,5,5,5,5,test,5,5,5,5,2,5,5,2
7098,420,5,great material,my daughter love iti would like one for me but was a little big,test,17,4,4,4,4,5,5,5,5,4,5,test,4,4,4,5,2,4,5,2
7139,423,5,comfy and durable,soft quality but sturdy wear fits perfectly,test,11,5,5,5,5,5,5,5,5,4,5,test,5,5,5,4,2,5,5,2
7162,427,1,uncomfortable,shoes are very uncomfortable definitely not worth the money,test,12,1,1,1,1,1,1,5,1,3,5,test,1,1,1,1,2,2,1,2
7163,427,1,would not recommend,very uncomfortable very tight fit no give at all so impossible to run,test,16,1,1,1,1,2,1,5,1,1,5,test,1,1,2,1,2,1,1,2
7192,430,3,good for narrow feet,snug fit in regular width seems well made,test,12,4,4,4,4,4,5,5,4,4,5,test,4,4,4,4,2,4,4,2
7204,432,1,frays at the seams,the seams fray really bad,test,10,2,2,1,1,1,1,5,1,1,5,test,1,1,1,1,2,1,1,2
7234,437,5,thanks to ua adjusting base layers is no longer what i do w my hands as i walk through the woods,based on my experience with base layers i thought of these clothing items as i think of mushroom soup and a gardening kneelernamely overrated items wno practical value base layers id purchased in the past were too long too short too tight too loose too flimsy too much like car metalthen came under armouroh babyperfection and a warranty that bears witness to the fact that ua base layers are as reliable as car batteriesperfection sheer perfection,test,113,5,5,5,5,2,5,5,5,5,5,test,5,5,3,4,2,5,5,2
7250,438,5,soft breathable,slick feel moisture repellent and great quality,test,10,5,5,5,5,5,5,5,5,5,5,test,5,5,5,4,2,5,5,2
7254,438,5,love it,i wish they had more colors id buy every one its nice and loose which at 59 and a sz 1416 i need got the xl and it was roomy but id rather have that probably could have done the l the threadbare shirt in this similar long sleeve crew style is much slimmer that i have in xl and its fine but is definitely smaller than this xl they are both heatgear but i prefer the feel of this tech twist better it is lightweight and not clingy it can look a little better than casual when layered under something its a great layering piece for those times you head out the door early and you know the temperature is going to rise the long sleeves protect you from getting chilly in am but by afternoon you will not be hot even if its short sleeve temperatures by then,test,161,4,4,5,5,4,5,5,5,4,5,test,5,5,4,5,2,5,5,2
7258,439,5,great quality,my son loves it and it fits perfectly,test,10,5,5,5,5,5,5,5,5,5,5,test,5,5,5,5,2,5,5,2
7263,440,1,snag easy,these are very comfortable and nice looking unfortunately the fabric gets snags really fast,test,18,3,3,3,3,3,3,5,3,3,5,test,3,3,3,2,2,3,3,2
7268,440,3,better before the wash,i really liked these pants although they werent exactly like the fleece of old ie what im used too the other drawback for me was that after i washed them it had me wondering whether id hit another growth spurt in my fifties or if it was the pants they became ankle chokers you know kinda like the famous old michael jackson pants rip mj ps i still wear them because i like them i just do my best to stretch them out by using the same method as tug of war,test,102,5,4,3,3,3,3,5,3,3,5,test,3,3,4,4,2,3,4,2
7274,440,4,mens sweatpants are fleecelines and warm but may pick and snag with frequent wear,my husband was looking for sweatpants that fit his tall frame hes 65 and feel comfortable in colder weather these pants are certainly comfortable the lining being fleece but they are just the slightest bit too short even accounting for the fact that athletic pants dont touch the top of the foot like regular trousers his trouser inseam is 36 inches and these tallsized pants are 33 inches that said he will wear them he likes the weight of the material which will keep him warm on colder days outside the material is 100 polyester i am concerned that the smooth outside material could pick and snag but only time will tell these pants are machine washable and dryable,test,147,4,5,4,4,4,4,5,3,4,5,test,4,4,4,4,2,4,4,2
7307,442,1,narrow stiff uncomfortable,i bought this for les mills classes lots of step jumping around etc i normally wear a 105w and purchased an 11m as there is no wide made they are so stiff and uncomfortable i did some test jump around exercises and knew they were an immediate return they just felt like heavy bricks the last thing you want for training shoes also they run pretty dang narrow and under armour does not offer any training shoes in wide sizes i bought them at about 50 of what they sell for on the under armour site and even then not worth keeping at all,test,113,2,2,1,1,1,2,5,1,2,5,test,1,1,2,2,2,2,2,2
7322,443,4,nice hat,nice hat smaller than expected i have a small head i ordered a large still tight,test,18,3,3,3,3,3,3,5,3,4,5,test,3,3,4,4,2,3,4,2
7342,445,5,good sandals,great sandals for the price ua makes quality products,test,11,5,5,5,5,5,5,5,5,5,5,test,5,5,5,5,2,5,5,2
7365,448,5,great fit,my son loved this shirt fit as expected,test,10,5,5,5,5,5,5,5,5,5,5,test,5,5,5,5,2,5,5,2
7375,450,5,camo shirt,husband loves night fit and clean colors,test,10,5,4,5,5,5,5,5,5,5,5,test,5,5,5,5,2,5,5,2
7379,452,3,thoroughly dissatisfied,very disappointed in the false information on this shirt this is nowhere near 100 polyester in fact its more cotton than polyester 6040 i specifically bought this shirt to use in the gym thinking it was a moisture wicking polyester but im gonna sweat my bxlls off in this thing so bummed because its a really cool shirtgraphic and its well made just advertised wrong and for the price it should be a tech shirt im not sure if ill keep it yet fix your tech specs,test,100,2,1,2,1,1,1,5,1,1,5,test,2,1,1,1,2,1,1,2
