review_id,review_rating,review
7225,5,nice fit these fit well and are a great length material is thin great for summertime
7230,3,runs small very tight and you need to size up
7234,5,thanks to ua adjusting base layers is no longer what i do w my hands as i walk through the woods based on my experience with base layers i thought of these clothing items as i think of mushroom soup and a gardening kneelernamely overrated items wno practical value base layers id purchased in the past were too long too short too tight too loose too flimsy too much like car metalthen came under armouroh babyperfection and a warranty that bears witness to the fact that ua base layers are as reliable as car batteriesperfection sheer perfection
7236,5,cold gear 3 nice and warm great for layering in cold elements
7240,1,will be returning these items the top is extremely long
7241,3,longer than average sleeves its mostly fine the color is pretty the fabric functional and it mostly fits as it should except the sleeves seem sized for an orangutan i can pull them to my fingertips and they arent the kind with thumb holes meant to be that long i thought it might shrink in the wash but didnt i guess itll keep my hands warm as the weather is getting colder i only wear it for running so just roll the sleeves under and dont really care if it looks awesome it might be great on someone who is very tall and needs that extra sleeve length
7243,3,body fits but extremely long sleeves sleeves are extremely long
7244,3,order a larger size than normal a nice shirt but it definitely runs small
7245,3,definitely more orange than red but fits ok definitely more orange than red but fits ok
7246,3,annoying tight around the chest loose everywhere else annoying
7247,4,nice shirt the the sleeves they go a bit longer shirt is comfortable
7248,4,not long as i expected liked that it was light weight did not like the length
7249,4,good chosen the size asper the sizes given in the description but it was big
7250,5,soft breathable slick feel moisture repellent and great quality
7252,5,confort bought this shirt so u could layer during work outs comfortable and washes up nicely
7253,5,sports shirt i love this shirt its very comfortable its flattering and fits well like it
7254,5,love it i wish they had more colors id buy every one its nice and loose which at 59 and a sz 1416 i need got the xl and it was roomy but id rather have that probably could have done the l the threadbare shirt in this similar long sleeve crew style is much slimmer that i have in xl and its fine but is definitely smaller than this xl they are both heatgear but i prefer the feel of this tech twist better it is lightweight and not clingy it can look a little better than casual when layered under something its a great layering piece for those times you head out the door early and you know the temperature is going to rise the long sleeves protect you from getting chilly in am but by afternoon you will not be hot even if its short sleeve temperatures by then
7255,5,a simple long sleeve that really stands out beyond average long sleeve crewneck drapes well due to the lightweight fabric fabric so appealing with the melding of one color with a soft grey which is only slightly metallic i really appreciate the manufacturer and amazon in offering the size range in this xxs so this is a great fit for those small framed women i bought this shirt in green and being happy with the purchase went back to purchase another color but the selection of not only xxs but all sizes was almost depleted so obviously many found this top to be very desirable
7256,5,comfy dries fast i usually wear xs but this one runs big does not shrink with washing so have to exchange for xxs which then fits great as a relaxed fit i see another customer complains that it fits like a mans but trust me if you have a tad padding it looks great versus others with womens fit revealing bunching or bulges uggh its soft feeling on the skin and dries incredibly fast i took it on extended travel to developing countries and only needed 2 shirts one to wear the other one washed ready to switch the next day
7257,5,got n movement for work some fit perfect some dont
7258,5,great quality my son loves it and it fits perfectly
7259,1,not as they appear this is the first pair of under armour men pants that my husband did not like i am very disappointed because i purchased these pants as a thinking of you gift wanted to provide them to my husband in morning of him preparing for his gym workout however when i took them out the plastic bag they appeared kind of funny shaped i had to compare them against a pair of my husband pants these under armour pants felt soft however were much shorter in length smaller in the waist and legs we will keep them around in the house as a pair of housegarden pants its not worth packaging and sending back i wish i would have sized up to probably xlarge tall but the vendor was out of stock
7260,1,pants will shrink do not buy i bought these pants for my older son and youger son for chrismtas because they both wear the same size my younger son wore his pants and i washed and dried them and he is no longer able to fit in them i put them next to my older sons pair because he has not worn them yet and the pants that i washed and dried literally shrank 4 inches i would not recommend buying these pants because they will no longer fit after washing them unfortunately i wasted my money because no one is able to fit in them now
7261,1,greatfor one wear i was super excited to be able to purchase under armour on amazon however these pants are not the same quality i have come to expect from this brand they were worn once not even washed yet and they started pilling badly after the first wash the outer shell was pilling all over and they now look ragged and dingy i have other pants that i have worn for years that are in better shape i would advise anyone looking at these to save their money and purchase another brand or from another retailer
7262,1,out of stock im sure they are a wonderful product but out of stock in every color forever
7263,1,snag easy these are very comfortable and nice looking unfortunately the fabric gets snags really fast
7264,1,poor quality ive worn them twice and they are already falling apart not worth the money
7265,2,big after one wear i have to goodwillwhos legs are that long
7267,2,material is too thick for summer due to thick material which i cant use is summers
7268,3,better before the wash i really liked these pants although they werent exactly like the fleece of old ie what im used too the other drawback for me was that after i washed them it had me wondering whether id hit another growth spurt in my fifties or if it was the pants they became ankle chokers you know kinda like the famous old michael jackson pants rip mj ps i still wear them because i like them i just do my best to stretch them out by using the same method as tug of war
7270,3,fit kind of baggy as with most clothing items fit charts are not very accurate
7272,3,a little tight but i guess thats the point surprisingly snug
7274,4,mens sweatpants are fleecelines and warm but may pick and snag with frequent wear my husband was looking for sweatpants that fit his tall frame hes 65 and feel comfortable in colder weather these pants are certainly comfortable the lining being fleece but they are just the slightest bit too short even accounting for the fact that athletic pants dont touch the top of the foot like regular trousers his trouser inseam is 36 inches and these tallsized pants are 33 inches that said he will wear them he likes the weight of the material which will keep him warm on colder days outside the material is 100 polyester i am concerned that the smooth outside material could pick and snag but only time will tell these pants are machine washable and dryable
7280,4,not a bad price look and feel is good fair price and look and feel great
7287,1,used hoodie item came used without tags and with a teeth placker in the pocket
7290,3,size one up super soft and nice however definitely does run smaller and on the tighter side
7291,3,runs small even on women im a retired army vet and loved everything about this hoody read that it ran small in multiple reviews so i went with the mens large the hoody did fit a little tight in my shoulders though everywhere else was fine im normally a womans ml in tops and a medium in mens i am so glad i sides up to the large or i would have had to return it there is no way a man is slipping into this large comfortably unless he a teenage boymy measurements at 38bc 151lbs 54
7292,3,material is soft seems well made sizing is way off at least 1 full size smaller my xl adidas hoodies were getting snug a xl tall in carhartt fits me perfect i ordered a xxl in this and it fits smaller than my xl adidas the irony is the tag says loose on it it fit me with less material than any of my tshirts that size and imo a hoodie should be looser than a tee not tighter i would guess most people could order up one size and itll fit about right i may swap sizes or just try a different brand
7295,4,3x the 3x fit is perfect and it is well made
7296,4,awesome hoodie great quality the green color is very cool hoodie is very comfortable
7297,4,it looks good but runs a little small got it for my grandson
7300,5,excellent price bought this as a gift and couldnt be happier excellent quality and price
7302,5,great product this sweatshirt was true to size and very well made and great price would recommend
7306,5,love it bought this for my boyfriend and he loved it great quality and true to size
7307,1,narrow stiff uncomfortable i bought this for les mills classes lots of step jumping around etc i normally wear a 105w and purchased an 11m as there is no wide made they are so stiff and uncomfortable i did some test jump around exercises and knew they were an immediate return they just felt like heavy bricks the last thing you want for training shoes also they run pretty dang narrow and under armour does not offer any training shoes in wide sizes i bought them at about 50 of what they sell for on the under armour site and even then not worth keeping at all
7309,2,small fit smaller fit than normal for the shoe size sent them back
7310,4,love the snug fit with flexibility and support for hiit workouts my insoles fit great cannot stress enough how these shoes provide the necessary support and cushion ive been lacking finding the right shoes for my intensive hiit workouts has been nearly impossible a lot of wasted time and disappointment usually lean on asics running shoes because of the cushion but running shoes should not be used for hiit workouts because they are not designed for the same movements all of the jumping squatting and moving around for hiit requires the right support and cushion i love these not happy with the aesthetic but this orange color is great so bright and lively use the amazon tryon program and give them a chance super easy to use my own insoles for my flat feet
7312,4,all around good comfort comfortable color is great good quality
7315,5,excelente producto llego supera rapido muy lindos tal cual la foto
7318,5,comfortable walking shoes a very comfortable walking shoe with support from all sides
7321,4,fit is a little small i like the color and camo pattern
7322,4,nice hat nice hat smaller than expected i have a small head i ordered a large still tight
7324,5,great hat very great fitting hat the stretch fabric makes for a snug fit
7326,5,very nice better than the other hunting hats fits great looks nice
7327,5,hat is not that dark in person picture needs to be more accurate
7328,5,perfect i wear a 7 34 fitted hat and this is perfect great hat
7329,1,too small i bought the biggest size but they still didnt fit around my huge dong
7331,5,warm husband loves them very warm and comfortable for winter outings
7333,1,talla pequena compre sandalias en 75 y resultaron pequenas
7334,2,fell apart the sole came apart from the shoe after 2 wears
7339,4,they were the wrong color good product i got the wrong color
7342,5,good sandals great sandals for the price ua makes quality products
7344,5,like these well made and comfortable once you break them in
7345,1,very low quality they started to fall apart only after a few weeks
7351,5,perfectos perfectos para mi hija y su regreso a clases
7354,5,light weight cute and size 1 fits my 5 year old well
7356,5,llego a tiempo y es de buena calidad the media could not be loaded
7358,3,runs big got for my 11 year old grandson and it runs huge
7362,5,true to size my son was very happy with his new shirt
7364,5,nice for flag football under the tee shirt the kids love their under armor shirts
7365,5,great fit my son loved this shirt fit as expected
7367,1,description wrong add states 100 polyesternot the case
7368,1,shirt not good quality shirt started to fall apart after first wash
7369,1,misleading the green digital camo shirt is not polyster as stated
7372,4,its nice will see fit nice and comfy will see if lasts
7375,5,camo shirt husband loves night fit and clean colors
7379,3,thoroughly dissatisfied very disappointed in the false information on this shirt this is nowhere near 100 polyester in fact its more cotton than polyester 6040 i specifically bought this shirt to use in the gym thinking it was a moisture wicking polyester but im gonna sweat my bxlls off in this thing so bummed because its a really cool shirtgraphic and its well made just advertised wrong and for the price it should be a tech shirt im not sure if ill keep it yet fix your tech specs
7381,5,awesome shirt shirt fit perfect and was exactly like the photo highly recommend
7387,5,me encanto modelo tela muy bien volveria a comprar otro modelo
7389,5,good condition i love it ua good condition i love it ua
7390,1,sent the wrong size like the pants but ordered an xl and they sent large
7391,5,great quality great fit great price good fit not baggy not super tight perfect gym shirt
7392,2,had to return these were huge and fell right off my daughter we had to send them back
7394,2,received cropped the description doesnt say these are cropped right below the knee
7395,3,not fitted these say fitted in the description but are not fitted way too big
7397,3,short these pants are weirdly short like above the knee
7407,1,dont bother came with a dead battery and cant return it dont even bother save yourself the hassle
7409,2,anne klein watch band too small no extra links came with it need about 3 extra links
7410,2,too small this watch was way to small when i received it i seemed a lot bigger online
7412,2,cute watch but it caused itchy rash on wrist i purchased 2 of these watches for myself while wearing the teal one after about a week it started itching under the watch i ignored it initially but then took it off and looked at band and the finish was all bubbled up i waited a couple of weeks and started to wear black one and within a few days the same thing happened love the look of these watches but there is something funky in the metal that is causing this reaction because of that i cant give it a great review
7413,3,size of wrist the watch is too small for medium size women
7415,3,need 2 links too small cant wear it too small need 2 links
7417,4,love this watch its exactly what i imagined it would look like i love it
7418,4,me gusta me gusta y es para un regalo
7419,4,beautiful watch i liked it it is what they say it is looks great
7420,4,le encanto a mi novia se puso feliz mi amiga
7425,5,handsome and stylish i love my anne klein watch it is handsome stylsih and durable
7430,1,so close i will update after watch number two arrivesbut let me say this watch is beautiful my gf loved it she didnt want to take it off when she first got it but after less than a week it stopped working during a trip to new orleans it apparently couldnt stand the heat or humidity when it would go back to the hotel room in the ac for a few hours it would eventually start working again then a few days later we tried it out and about and it stopped and never started up again it could be a battery issue but that seems unlikely since it started going again after being in the hotel room for long enough to cool down this watch was never abused never used near water etc but still it conked out on usnow shes afraid to wear the replacement for fear of hurting it well see what happens and i will revise this review if we dont have any problems
7431,1,loved it until it broke i loved the look and fit of this watch from the moment i opened the box purchased it on march 8th 2014 did not wear it daily as i have several watches i mix and match with my outfits i have had anne klein watches several times and was pleased with all of them this is why i am so disappointed that while wearing the watch on june 14th only 3 months old i went to gently slide the watch face over 18 of an inch to scratch my wrist and pin attaching the band to the watch face snapped in two upon examination the pin is a rather thick screw for a watch so i am really confused why it snapped so easily an of course i am outside of the amazon return window and my husband got rid of the manufacturers warranty paper so paid almost 50 for a watch they barely lasted 3 months so not happy
7432,1,decent looking returned watch not what i was looking for
7434,2,dead battery beautiful watch but the product arrived with a dead battery
7438,2,to small i like a large face on my watches this had a very small face
7443,3,nice watch i loved this watch but battery didnt last long difficulty in changing battery
7444,3,too small i did not like it on my hand
7445,3,snags easily but is comfortable for all day wear this watch is great for everyday use the band is really comfortable i usually forget im wearing it the one flaw is that the crown doesnt sit all the way into the casing since its not flush it tends to snag ive snagged a couple of sweaters and accidentally stopped it once because it catches quite easily on clothing hair etc it even yanked a whisker out of our pet other than that design flaw its a great watch id buy the same brand again though probably not this particular watch
7446,3,good looks not so good timekeeping i get lots of compliments on this wrist watch and i love the looks of it it has never kept very good time though it will go for a few days and be right on the button then all of a sudden for no discernable reason it starts losing time it is hard to rely on for appointments etc ive had the watch since 112017 and the leather band has split at the point where i hook the watch if i could rely on the time being accurate i would buy this watch again
7448,4,very elegant love this style elegant and goes with evening or casual
7453,5,very nice watch nice looking watch very happy with it delicate yet sturdy and comfortable
7454,5,good buy this watch is beautiful easy to read very stylish
7456,1,looks like plastic this product is so cheap that you would think it is a plastic childs toy
7461,2,good not great where to startwatch came on time box was slightly damaged but that is my experience with buying watches on amazonpurchasing a 150 quartz watch i was not expecting quality control to be perfect but this was just disappointing the seconds hand does not hit any of the indicators on the dial from afar the watch looks prestige but up close it is laughable i do not see myself as a horology god but this purchase was just disappointing if you do not care about the small details of the watch then by no means purchase it but if you want to get your moneys worth dont
7462,2,not what was expected watch arrived on time packaging was as if ace ventura delivered it damaged and dirty the case the watch was in was also damaged scuffed not in good shape the watch looked good from the front side the back where you open it for watch maintenance battery replacement etc looked like a child had a go at it with a blunt object severely scratched up also the watch did not fit my wrist sizing said mens standard well i guess im not that it was on the small size my wrist is about 8 i sent it back for a refund
7467,1,very poor quality definitely not worth the price not very happy with this purchase the bracelets are different shade of gold than the band in the watch i decided i could live with it because i dont always wear them all together i wear the one with zirconias only on special occasions and on the second time i wore it i noticed a screw falling out of the band very disappointed with the quality of this purchase and the return window closed after a month so now im stuck with a bracelet that i cant wear for fear of losing itupdate the watch fell once and the entire glass shattered for comparison my old watch fell multiple times and the glass is still intact the chain bracelet changed color to greyishgold after about 10 wears and ended up in trashdefinitely not worth the price
7468,1,doesnt work i bought new battery and still useless hate it never worked
7470,3,poorly warehoused and shipped the watch itself looks beautiful but i gave lower marks on the review due to horrible shipping method the watch came in a bag envelope and upon opening you can see that the outer bulova box sleeve is all ripped so i had to throw it away then the actual watch box is scuffed inside the lid and the outside of the box is dirty and couldnt be wiped clean i feel like when i give it to my husband hell think i got it in a back alley somewhere i expect more for any watch i buy brand new get it together people
7471,1,weak the lock loosen drops off weak the lock loosen drops off one is already lost bad buy
7472,1,waste of money this is the worst piece of jewelry i have ever purchased with my precious dollar i read most of the over rated reviews that claimed it was a good buy and was willing to give it a try actually one of the reviewers described it as a piece of trash but i thought she might have been mistakenthe package is beautiful to look at and when i opened the set i was thrilled alas imagine my horror when the damned thing got tarnished within 3 weeksnow it has turned brown and ugly especially the fourth chain piece and i had to throw it away
7473,1,only for small wrists the size of each bangle was way too small for my wrists
7474,3,the watch is much smaller in person the watch is much smaller in person
7476,3,elegant but easily scratched 1302012 updatethis watch it very easily scratched i wear it mondaythursday for work my work by no means is rough where i need to be doing a lot with my hands so all the scratches make me think it is not a very good quality i started out giving it 5 stars but have to drop it now to 3 it is okay1102013 updateafter wearing it for 5 days i noticed this watch is easily scratchedgot it as a gift everyone loved it it is a simple and very classy watch no additional mini dials that could malfunction just a simple face yet elegant
7477,2,broke immediately bracelet broke immediately pin broke right off
7479,2,clasps are terrible i had to return because of the clasps the bracelets kept falling off
7480,2,and i was in love at first sight the set is really cute and i was in love at first sight but after a few weeks the bracelets began to tarnish and look like cheap costume jewelry the color of the bracelets do not match the color or the watch the watch gets moisture inside of it and steams the face of the watch the watch is not waterproof which is inconvient especially given the price paid for it i hate its dont have a better review because i loved this set originally they are beautiful together
7483,2,cute but didnt last this watch did not even last six months
7484,4,bulova wtch served its purpose of a present
7486,4,recommended great watch is exactly what i was looking for light face like a pearl white affordable price so you dont feel horrible of you damage it during every day use slim profile case so it doesnt get stuck on your pants whe retrieving phone from pocket or on sleeves of a dress shirt links are easily removable with just a pick and a pair of needle nose pliers looks elegant was hoping the case would be about 14 or 4mm wider but otherwise this watch is great hopefully it lasts a few years like my last one this one does not have the tuning fork badge on the face but it is on the adjustment knob and case back
7487,4,great watch i had been searching for a great anniversary gift for my boyfriend and saw this watch on macyscom i also went into the macys store to view the watch and fell in love with it its simple but chic and classic i knew my boyfriend would love it i wandered onto the amazon website and was shocked to see the watch so heavily discounted from the price at macys i ordered it and it arrived very quickly i love the watch the only negative attribute is that its totally huge my boyfriend had to get several of the links removed from the watch other than that its a perfect timepiece for the price
7488,4,handsome watch but ridiculously difficult to remove link pins the product itself is a handsome watch for its price the only problem i had was that a couple of unused links had scratches on them but since i threw the links away after resizing it really wasnt a big issue i love the simple design and watch band the only complaint i have was the link pins were seriously difficult to remove and reinsert like other reviews said even professional watch repair people have a difficult time resizing this watch i have resized dozens of watches and this one by far was the most difficult otherwise i am very happy with my purchase
7489,4,good watch but look girly i love the watch just looks like a girl watch
7491,5,excelente producto llego rapido muy bien empacado
7493,5,great wuality perfect bulova watch love it ultra thin like i like them
7494,4,great buy i bought this for my mother she loves it
7495,5,new nice looking watch that fits and feels great got for a good price
7499,4,pretty stunning looks elegant and simple complimentary to many different outfit styles
7500,5,great watch ive had this watch for over a month now and its just a great simple practical watch the size might be too small for bigger wrists but it fits mine perfectly the band is comfortable and doesnt pull any of the hairs on my wrist the time and date are very easy to adjust and theyre both accurate after setting them the dial has a nice touch of design in the middle that i believe sets it apart from all the other simple all white dial watches of this similar style the only thing i needed to get done is taking it to a jewelry store to get it sized to the fit of my wrist and after i did that it was perfect the date and time are easy to read the feel of the watch itself is great around the wrist this is a great bulova watch and theres a good chance ill get the black dial version sooner rather than later
7502,4,nice watch and bracelet set love the watch and the bracelets were nice accessories for individually wearing
7503,4,glad i got on sale this is a pretty set but mine did arrive with a tiny bit of tarnish in a corner of one of the bangles im a perfectionist so i literally inspect things from top to bottom in different lighting etc so its 100 possible that im the only one who would even notice plus my bad for not returning it theyre just so prettynow having said that i just looked at the rose gold swarovski and im like damn i would return this and buy that one twice the price i bought this for but i havent given up on this yet prob because i got such a great deal it was like a flash sale and was looking so forward to owning jewelry not under 10
7504,4,ak watch beautiful watch but the rose gold tone is a little too loud for my taste for everyday wear i wish the gold tone was a little more muted i like the bangle with the swarovski crystalsvery elegant and a nice contrast to the chain the set or any single bangle will be fantastic for special occasions i have a very petite wrist and most of the bangles fitted just rightonly the watch is slightly bigger this may be a problem for average sized wrists good value for under 95 with tax and the watch was ticking when it arrivednot good for the battery lifei have decided to return it as i dont see many occasions to wear thistoo delicate for my everyday bus ride to work
7509,1,warranty is useless the watch rated at 200 m took on moisture after 2 months with only a few swims no dives to make a claim on the warranty requires a fee of 26 so theyll make money on every warranty claim dont get one of these wetprevious review37mm quartz model i didnt like the nonscrew crown the bracelet requires a jeweler to adjust unless you have the right tools skills and patience no instructions for diy the bezel wont rotate without some kind of tool it is easy to read but not in the dark they recommend servicing the watch every year but a few years service will cost as much as the watch you get what you pay for for 50 bucks the value is okay
7510,1,old stock or just really cheap band i purchased this watch roughly 3mos ago within first two weeks only worn couple times the gold plating rubbed off in one pic you can see i have over 200 invicta watches and have never had this issue i let seller and mfg know within first 30 days and received zero response or resolution all i asked for was a replacement band or even links to replace so one star for faulty product and for lack of communication sorry but you get what you givedont buy anything gold plated invicta and get it at a dealer where you can resolve an issue
7515,2,received used watch i purchased the watch for my child for the holidays who didnt want a kids watch rather a more grownup watch like dad the smaller case diameter was a great size the quality for the price was fair and the quartz movement was optimal so he need not worry about setting the time if not used after a couple of days however upon unwrapping the box and opening the case the watch was clearly usedand not slightly used the watch was already ticking battery guard removed the crystal glass was foggy or dirty the case bracelet and clasp all with a significant amount of desk diving type wear i promptly returned and we ordered a new watch elsewhere so hes still waiting for his gift watch was promptly returned and refunded so didnt lose out on anything if you receive a new watch its probably exactly what youre looking for based on the price
7518,2,not water resistant after three months of normal usemoisture got into it
7519,2,not automatic as advertised the watch quality is about what i expected which is not bad and it looks great but my young watchenthusiast son for whom this was a gift was a bit disappointed that it has a quartz movement and is not as advertised automatic yes the fine print and details mention batteryquartz but the listing describes it as automatic and it appears in the list of invicta true automatics when one searches amazonplease change the misleading advertisinglisting or please deliver automatic watches when automatic watches are ordered
7523,3,great upgrade from the invicta pro diver if you dont wear daily you have to reset it daily i have the pro diver version of this which is a little smaller lighter and runs on a battery i found this on my recent carnival cruise and they wanted 210 for it which i knew was insanely high i found this and ordered it here and was the exact same watch love the heavier weight larger profile and the mechanical aspect which does not require a battery anymorethe main downside to this which is annoying comes from the mechanical portion since it does not require a battery it does require constant motion to keep time so if you dont wear this every day it will stop so you send time resetting the date and time every time you want to wear it there is no battery that the motion is recharging as i first thought
7524,3,very small face on it watch face so small its almost for women
7526,4,its great but looks great and its comfortable the second hand lines up almost perfectly which i can always appreciate and the magnifier is better than i thought the bracelet however is rately so if you prefer a quieter watch maybe go with another option the pins were also incredibly difficult to remove for resizing broke all my resizing tools even went to a jewelry store and their tool broke too had to go to a watch repair kiosk in the mall to get it fixed so maybe keep that in mind before trying to resize it yourself otherwise its a good bang for buck
7528,4,two irritating things that caused a return one is that the crown is not a screw down on a diverated watch so youre on a wreck dive and the crown hooks on something and you instantly have a micro fishbowl on you wrist the other really annoying thing is that the bezel is nigh impossible to turn on land too slippery the little scallops are nicely polished to a mirror finish get your hands wet say on a dive and theres no turning this bezel period because of those two things this is a nice solid deskdiver but i wouldnt go near the water with this and i dive my watches
7531,4,excellent watch for the price i had been reluctant to buy an invicta watch because of the negative reviews but at a great price break on prime day i decided to go for the yellow dial grand diver so far i have been mostly impressed here are the pros and cons i have seenprospriceexcellent stylinglarge but not too large dialquality constructionseiko automatic movementconsvery heavy especially with the original braceletrotating bezel is smooth and extremely difficult to turnlume is weak and not long lastingnot a fan of the invicta name engraved on the outer case
7532,5,stunning and beautiful i love this grand divers watch with its incredibly accurate automatic seiko nh35a movement i absolutely love this invicta grand diver watch model number 3047i am new to the invicta enthusiast movement this past christmas i received my first invicta big faced watch from my son it was a stainless steel watch with blue and black face and bezel model number 20478 i loved having a big faced watch at that point and within the past 2 months i have purchased 3 more invicta big faced watches and love each one i now have a total of 4 invicta watches and i will most likely be buying more they are just such beautiful machines that i love wearingthis stainless steel automatic grand diver model 3047 with its green bezel and black face is so stunning the contrasting colors make reading the time on this watch a breeze it is not cluttered with intrusive designs or dials and it is not too big at 47mm with that being said it is much larger than any timex or casio or seiko that i have ever owned yet i have 2 more invictas that are actually larger at 50mm this model 3047 has a 47mm case so it is a little bit smaller than my othersthe magnifier on on the dial window is an addition that is much appreciated as you get olderthe dial window is made of a durable mineral crystalthe hands and time indicator marks have a luminescence that actually does glow in the dark unlike many other watches that ive ownedthe band bracelet was very easily sized with very inexpensive tools that you can obtain over the internet sites i resized my watch band myself and i am not a jeweler or watch repair person it came out perfect with no struggle at allthe green color is not loud vivid or trendy it is quite classy and adds just a splash of color to subdue any boringness that become the norm with the runofthemill ordinary silver add black watch that everyone hasthe stainless steel watch case is has a partial satin finish and a partial polished mirror finish the case has the really cool divers helmet molded into the stainless steel case at both the top and bottom this signifies that it really is a genuine divers watch and is capable of withstanding dive depths of approximately 1000 feet although most of us will never dive to those depths and the rest of us will never dive at all the dive depth rating signifies the durability of this watch and we all want a product that is as durable and tough as possiblethis watches bracelet is another work of art the center links have a mirror polished finish and the outer links have a satin finish very classy and contrasty i love it the green bezel actually does rotate in one direction only this is to monitor air supply for the real divers that use this watch for its actual intended purpose there are videos and instructions all over the internet that explain how to use a watch bezel very easymy very favorite feature of this watch is that it incorporates the very reliable and very accurate japanese made automatic seiko movement the seiko movement model number is nh35a yes this watch has the beautiful styling of invicta and it also has the reliable seiko movementin case you didnt know an automatic movement never needs a battery replacement because it does not operate on battery power the motion and movement of your wrist is what winds this accurate watch up you can also wind the watch by hand by turning the crown so i guess you can consider it a hybrid im not sure but that makes sense to mespeaking of the incredible seiko automatic movement the watch manufacturer did not want to hide this special feature from you or your admirers so engineered into the back of the watch is an exhibition back which actually has a window on the back of the case to view the decorated yellow pendulum swinging back and forth to wind your watch again no boringness here lots to look at and admire about your new watchanother very nice feature of this beautiful watch is that it has a screw down crown this is one of the reasons it is rated to dive so deep because screwing down the crown stem actually seals things up more effectively than pressing it inwith this watch you can actually stop the second hand so that you can adjust the time to the exact secondthis grand divers watch with its black face and green bezel is not heavy at all in fact it wears so much more comfortably than any of my lightweight and small timex watches yes it is much larger and much heavier than your normal sized watch but the way the case and high quality bracelet was engineered makes for a very comfortable fit and the weight and size is actually unnoticablei am not a large man my wrist diameter is 7 inches to 7 and a half inches so i have attached pictures of this watch and what it looks like on my 7 to 75 inch wrist in my opinion it fits and looks perfectly the style these days is the big faced watch so this size is very attractivewear this beautiful watch with a pair of jeans or wear it with a black suit to a business meeting or a wedding this is a stunning piece of jewelryhopefully i have addressed all of your concerns or questions that you may have had in case i may have missed something i have added a few pictures to my review so that you can see exactly what the product i have received is like without viewing some modified or professionally photoshopped images that make the product appear like more than what you will receive these attached pictures are raw out of my pointandshoot camera with no editing at all so enjoy can you please do me a favor if you have simply enjoyed reading my review or if my attached pictures and description has helped you in any way could you please mark my review as helpful please i would really appreciate that and it helps encourage me to keep writing reviews of my purchases thanks
7535,5,llego antes de lo esperado se ve robusto y de buen peso
7537,1,poor warranty service i ordered this 37watch on feb 8 2023 to be used on vacations in early august after wearing it just a few times i stuck my hand about 6 into a pool to pick up something my granddaughter dropped on the first step the watch is supposed to be water resistant and suitable for swimming i never took it swimming or even in the shower within minutes the crystal steamed up and by the next day it stopped working completely per timex directions i sent it in for repairs they received it on 814 on 96 i called them after hearing nothing they said it is now in transit overseas for repairs they have no estimate as to when it will be returned but when they do finish it i will first have to pay 9 for handling ive had several timex watches during the past 60 years but this will be the last
7538,1,stopped keeping time after 3 weeks timex wants 4 weeks to repair it i love this watch ive owned the same model for years when the battery finally died i just bought a new one this new one stopped keeping time after 3 weeks id reset it and itd keep time for a week or so then would be off time again after 55 weeks it finally stopped altogether timex wont replace it they want me to mail it back to them for repair and that will take approx 4 weeks this is a 42 watch they want to repair it lasted less than 6 weeks and they wont replace it outright come on timex itll cast you more to ship repair and ship back than it will to just send me another one
7539,1,date window is ridiculously small and dificult to read the watch itself is okay but it is badly let down by a stupidly tiny date window i bought this to replace an older broken expedition watch on this one the date is very easy to read but the new one is ridiculousthe main watch is nice looking with great indiglo light and easy to read watch face except for the date which is so pathetic it is pretty useless i have seen this on other timex watches and i dont understand the thinking behind this designi have tried several timex watches recently and have returned them all mainly due to what i consider poor design and illogical functionality mostly on the chronograph models one just did not workoverall very disappointed and would not recommend
7540,1,do not buy this watch i have bought timex watches over the years they were reliable and sturdyrecently purchased this watch in beginning of august watch band broke pin keeping watchband in place popped outlost the pincontacted amazon and timex i was sent email stating that to repair watch i would have to ship to indiana wait 46 weeks and then get it backthis is ridiculousjust replace the defective watchnopeso this is last time spending 40 for a timex poor troubleshooting poor customer service poor value
7544,2,ship in a box not an envelope date didnt work the media could not be loaded flimsy product packaging was totally crushed when i opened the package was shipped in a shipping envelope with no protection at all product should be shipped in a shipping box could not change the date more than one day forward or backward possibly due to damage during shipping also the watch was already ticking i suspect either because somebody else returned this one or the shipping damage all that said i do like the look and feel of the watch so ive requested an exchange in hopes the next one works
7545,2,not good for work i dont know much about watches but i bought this to avoid pulling my phone out to check the time the main body is heavy and metal and the knob digs into the back of my hand i got used to the pain and am starting to get a callous there the watch always sits crooked and i have to shake it around to correct it and check it the watch band doesnt seem strong enough for the heavy body and the holes are stretching out the watch constantly loses the correct time so i cant rely on it to be accurate the indigo light no longer works probably after getting drywall dust in it the watch looks pretty good and ive learned that i do like to wear one but not this one
7547,2,2nd watch is disappointing i bought the same watch configuration a year ago but lost it when i was traveling i loved the first watch because of the minimalist look and the dark walnut brown band i ordered the same configuration to replace the lost one but this time the band delivered is a very light sandytan shade very unappealing with far more yellow and orange shades than the dark walnut brown seen on the amazon page i am keeping the watch for work around the yard and when im at the beach the look isnt as important vs its use but the look is important the picture on amazon is not representative of the band that was delivered the first one looked and functioned great this one is disappointing
